YEAR,ROUND,WSEED,WTEAM,WSCORE,LSEED,LTEAM,LSCORE
1992,1,1,Duke,82,16,Campbell,56
1992,1,6,Syracuse,51,11,Princeton,43
1992,1,2,Kentucky,88,15,Old Dominion,69
1992,1,9,Iowa,98,8,Texas,92
1992,1,1,UCLA,73,16,Robert Morris,53
1992,1,10,Tulane,61,7,St. John's,57
1992,1,3,Arkansas,80,14,Murray St.,69
1992,1,5,Alabama,80,12,Stanford,75
1992,1,14,East Tennessee State,87,3,Arizona,80
1992,1,7,LSU,94,10,Brigham Young,83
1992,1,2,Oklahoma State,100,15,Georgia Southern,73
1992,1,6,Georgetown,75,11,South Florida,60
1992,1,7,Georgia Tech,65,10,Houston,60
1992,1,3,Florida State,78,14,Montana,68
1992,1,5,Michigan State,61,12,Missouri State,54
1992,1,2,Southern California,84,15,Louisiana-Monroe,54
1992,1,9,Connecticut,86,8,Nebraska,65
1992,1,4,Oklahoma,87,13,Louisiana-Lafayette,83
1992,1,12,New Mexico State,81,5,DePaul,73
1992,1,4,North Carolina,68,13,Miami (Ohio),63
1992,1,8,Louisville,81,9,Wake Forest,58
1992,1,5,Missouri,89,12,West Virginia,78
1992,1,2,Indiana,94,15,Eastern Illinois,55
1992,1,10,Iowa State,76,7,Charlotte,74
1992,1,6,Memphis,80,11,Pepperdine,70
1992,1,4,Seton Hall,78,13,La Salle,76
1992,1,9,UTEP,55,8,Evansville,50
1992,1,1,Ohio State,83,16,Mississippi Valley State,56
1991,6,2,Duke,72,3,Kansas,65
1991,5,2,Duke,79,1,UNLV,77
1991,5,3,Kansas,79,1,North Carolina,73
1991,4,2,Duke,78,4,St. John's,61
1991,4,3,Kansas,93,1,Arkansas,81
1991,4,1,UNLV,77,3,Seton Hall,65
1991,4,1,North Carolina,75,10,Temple,72
1991,3,2,Duke,81,11,Connecticut,67
1991,3,3,Kansas,83,2,Indiana,65
1991,3,1,Arkansas,93,4,Alabama,70
1991,3,1,UNLV,83,4,Utah,66
1991,3,10,Temple,72,3,Oklahoma State,63
1991,3,1,North Carolina,93,12,Eastern Michigan,67
1991,3,3,Seton Hall,81,2,Arizona,77
1991,3,4,St. John's,91,1,Ohio State,74
1991,2,11,Connecticut,66,14,Xavier,50
1991,2,4,St. John's,84,5,Texas,76
1991,2,10,Temple,77,15,Richmond,64
1991,2,1,Arkansas,97,8,Arizona State,90
1991,2,1,UNLV,62,8,Georgetown,54
1991,2,2,Indiana,82,7,Florida State,60
1991,2,4,Utah,85,5,Michigan State,84
1991,2,3,Kansas,77,6,Pittsburgh,66
1991,2,1,North Carolina,84,9,Villanova,69
1991,2,2,Duke,85,7,Iowa,70
1991,2,12,Eastern Michigan,71,13,Penn State,68
1991,2,3,Seton Hall,81,11,Creighton,69
1991,2,3,Oklahoma State,73,6,North Carolina State,64
1991,2,1,Ohio State,65,8,Georgia Tech,61
1991,2,2,Arizona,81,10,Brigham Young,69
1991,2,4,Alabama,96,5,Wake Forest,88
1991,1,3,Kansas,55,14,New Orleans,49
1991,1,2,Duke,102,15,Louisiana-Monroe,73
1991,1,15,Richmond,73,2,Syracuse,69
1991,1,5,Texas,73,12,St. Peter's,65
1991,1,13,Penn State,74,4,UCLA,69
1991,1,10,Temple,80,7,Purdue,63
1991,1,4,St. John's,75,13,Northern Illinois,68
1991,1,1,Arkansas,117,16,Georgia State,76
1991,1,1,UNLV,99,16,Montana,65
1991,1,4,Alabama,89,13,Murray St.,79
1991,1,2,Arizona,93,15,St. Francis (Pa.),80
1991,1,11,Connecticut,79,6,LSU,62
1991,1,3,Oklahoma State,67,14,New Mexico,54
1991,1,8,Georgetown,70,9,Vanderbilt,60
1991,1,8,Georgia Tech,87,9,DePaul,70
1991,1,7,Florida State,75,10,Southern California,72
1991,1,8,Arizona State,79,9,Rutgers,76
1991,1,5,Michigan State,60,12,Green Bay,58
1991,1,6,Pittsburgh,76,11,Georgia,68
1991,1,14,Xavier,89,3,Nebraska,84
1991,1,1,North Carolina,101,16,Northeastern,66
1991,1,2,Indiana,79,15,Coastal Carolina,69
1991,1,7,Iowa,76,10,East Tennessee State,73
1991,1,3,Seton Hall,71,14,Pepperdine,51
1991,1,4,Utah,82,13,South Alabama,72
1991,1,6,North Carolina State,114,11,Southern Mississippi,85
1991,1,9,Villanova,50,8,Princeton,48
1991,1,11,Creighton,64,6,New Mexico State,56
1991,1,1,Ohio State,97,16,Towson,86
1991,1,12,Eastern Michigan,76,5,Mississippi State,56
1991,1,10,Brigham Young,61,7,Virginia,48
1991,1,5,Wake Forest,71,12,Louisiana Tech,65
1990,6,1,UNLV,103,3,Duke,73
1990,5,3,Duke,97,4,Arkansas,83
1990,5,1,UNLV,90,4,Georgia Tech,81
1990,4,3,Duke,79,1,Connecticut,78
1990,4,4,Arkansas,88,10,Texas,85
1990,4,1,UNLV,131,11,Loyola Marymount,101
1990,4,4,Georgia Tech,93,6,Minnesota,91
1990,3,1,Connecticut,71,5,Clemson,70
1990,3,3,Duke,90,7,UCLA,81
1990,3,1,UNLV,69,12,Ball State,67
1990,3,4,Georgia Tech,81,1,Michigan State,80
1990,3,4,Arkansas,96,8,North Carolina,73
1990,3,6,Minnesota,82,2,Syracuse,75
1990,3,10,Texas,102,6,Xavier,89
1990,3,11,Loyola Marymount,62,7,Alabama,60
1990,2,1,Connecticut,74,9,UC Berkeley,54
1990,2,10,Texas,73,2,Purdue,72
1990,2,7,UCLA,71,2,Kansas,70
1990,2,3,Duke,76,6,St. John's,72
1990,2,1,UNLV,76,8,Ohio State,65
1990,2,7,Alabama,77,2,Arizona,55
1990,2,4,Georgia Tech,94,5,LSU,91
1990,2,1,Michigan State,62,9,UC Santa Barbara,58
1990,2,8,North Carolina,79,1,Oklahoma,77
1990,2,2,Syracuse,63,7,Virginia,61
1990,2,6,Minnesota,81,14,Northern Iowa,78
1990,2,6,Xavier,74,3,Georgetown,71
1990,2,5,Clemson,79,4,La Salle,75
1990,2,11,Loyola Marymount,149,3,Michigan,115
1990,2,12,Ball State,62,4,Louisville,60
1990,2,4,Arkansas,86,12,Dayton,84
1990,1,1,Connecticut,76,16,Boston University,52
1990,1,2,Kansas,79,15,Robert Morris,71
1990,1,3,Michigan,76,14,Illinois State,70
1990,1,3,Duke,81,14,Richmond,46
1990,1,2,Syracuse,70,15,Coppin State,48
1990,1,7,UCLA,68,10,Alabama-Birmingham,56
1990,1,2,Purdue,75,15,Louisiana-Monroe,63
1990,1,6,St. John's,81,11,Temple,65
1990,1,4,Arkansas,68,13,Princeton,64
1990,1,1,UNLV,102,16,Arkansas-Little Rock,72
1990,1,7,Alabama,71,10,Colorado State,54
1990,1,2,Arizona,79,15,South Florida,67
1990,1,5,LSU,70,12,Villanova,63
1990,1,3,Georgetown,70,14,Texas Southern,52
1990,1,10,Texas,100,7,Georgia,88
1990,1,4,Georgia Tech,99,13,East Tennessee State,83
1990,1,12,Dayton,88,5,Illinois,86
1990,1,1,Michigan State,75,16,Murray St.,71
1990,1,1,Oklahoma,77,16,Towson,68
1990,1,8,North Carolina,83,9,Missouri State,70
1990,1,4,Louisville,78,13,Idaho,59
1990,1,14,Northern Iowa,74,3,Missouri,71
1990,1,7,Virginia,75,10,Notre Dame,67
1990,1,6,Minnesota,64,11,UTEP,61
1990,1,6,Xavier,87,11,Kansas State,79
1990,1,9,UC Berkeley,65,8,Indiana,63
1990,1,5,Clemson,49,12,Brigham Young,47
1990,1,9,UC Santa Barbara,70,8,Houston,66
1990,1,4,La Salle,79,13,Southern Mississippi,63
1990,1,11,Loyola Marymount,111,6,New Mexico State,92
1990,1,8,Ohio State,84,9,Providence,83
1990,1,12,Ball State,54,5,Oregon State,53
1989,6,3,Michigan,80,3,Seton Hall,79
1989,5,3,Seton Hall,95,2,Duke,78
1989,5,3,Michigan,83,1,Illinois,81
1989,4,3,Seton Hall,84,4,UNLV,61
1989,4,2,Duke,85,1,Georgetown,77
1989,4,1,Illinois,89,2,Syracuse,86
1989,4,3,Michigan,102,5,Virginia,65
1989,3,3,Michigan,92,2,North Carolina,87
1989,3,4,UNLV,68,1,Arizona,67
1989,3,1,Georgetown,69,5,North Carolina State,61
1989,3,1,Illinois,83,4,Louisville,69
1989,3,5,Virginia,86,1,Oklahoma,80
1989,3,2,Syracuse,83,3,Missouri,80
1989,3,2,Duke,87,11,Minnesota,70
1989,3,3,Seton Hall,78,2,Indiana,65
1989,2,3,Missouri,108,11,Texas,89
1989,2,2,North Carolina,88,7,UCLA,81
1989,2,2,Indiana,92,7,UTEP,69
1989,2,4,Louisville,93,5,Arkansas,84
1989,2,1,Arizona,94,9,Clemson,68
1989,2,1,Georgetown,81,9,Notre Dame,74
1989,2,1,Illinois,72,9,Ball State,60
1989,2,5,North Carolina State,102,4,Iowa,96
1989,2,1,Oklahoma,124,9,Louisiana Tech,81
1989,2,4,UNLV,85,12,DePaul,70
1989,2,5,Virginia,104,13,Middle Tennessee State,88
1989,2,2,Duke,70,7,West Virginia,63
1989,2,11,Minnesota,80,14,Siena,67
1989,2,2,Syracuse,65,10,Colorado State,50
1989,2,3,Seton Hall,87,11,Evansville,73
1989,2,3,Michigan,91,11,South Alabama,82
1989,1,14,Siena,80,3,Stanford,78
1989,1,3,Michigan,92,14,Xavier,87
1989,1,2,Duke,90,15,South Carolina State,69
1989,1,11,Minnesota,86,6,Kansas State,75
1989,1,2,Syracuse,104,15,Bucknell,81
1989,1,11,Evansville,94,6,Oregon State,90
1989,1,7,UCLA,84,10,Iowa State,74
1989,1,7,UTEP,85,10,LSU,74
1989,1,5,Arkansas,120,12,Loyola Marymount,101
1989,1,4,UNLV,68,13,Idaho,56
1989,1,11,South Alabama,86,6,Alabama,84
1989,1,1,Arizona,94,16,Robert Morris,60
1989,1,1,Georgetown,50,16,Princeton,49
1989,1,11,Texas,76,6,Georgia Tech,70
1989,1,1,Illinois,77,16,McNeese State,71
1989,1,13,Middle Tennessee State,97,4,Florida State,83
1989,1,9,Ball State,68,8,Pittsburgh,64
1989,1,5,North Carolina State,81,12,South Carolina,66
1989,1,1,Oklahoma,72,16,East Tennessee State,71
1989,1,2,North Carolina,93,15,Southern,79
1989,1,4,Louisville,76,13,Arkansas-Little Rock,71
1989,1,3,Missouri,85,14,Creighton,69
1989,1,5,Virginia,100,12,Providence,97
1989,1,7,West Virginia,84,10,Tennessee,68
1989,1,2,Indiana,99,15,George Mason,85
1989,1,10,Colorado State,68,7,Florida,46
1989,1,4,Iowa,87,13,Rutgers,73
1989,1,9,Louisiana Tech,83,8,La Salle,74
1989,1,12,DePaul,66,5,Memphis,63
1989,1,3,Seton Hall,60,14,Missouri State,51
1989,1,9,Notre Dame,81,8,Vanderbilt,65
1989,1,9,Clemson,83,8,St. Mary's (Cal.),70
1988,6,6,Kansas,83,1,Oklahoma,79
1988,5,1,Oklahoma,86,1,Arizona,78
1988,5,6,Kansas,66,2,Duke,59
1988,4,6,Kansas,71,4,Kansas State,58
1988,4,2,Duke,63,1,Temple,53
1988,4,1,Arizona,70,2,North Carolina,52
1988,4,1,Oklahoma,78,6,Villanova,59
1988,3,2,Duke,73,11,Rhode Island,72
1988,3,4,Kansas State,73,1,Purdue,70
1988,3,1,Temple,69,13,Richmond,47
1988,3,6,Villanova,80,2,Kentucky,74
1988,3,1,Arizona,99,5,Iowa,79
1988,3,6,Kansas,77,7,Vanderbilt,64
1988,3,2,North Carolina,78,3,Michigan,69
1988,3,1,Oklahoma,108,5,Louisville,98
1988,2,11,Rhode Island,97,3,Syracuse,94
1988,2,1,Purdue,100,9,Memphis,73
1988,2,2,Duke,94,7,Southern Methodist,79
1988,2,1,Temple,74,8,Georgetown,53
1988,2,6,Villanova,66,3,Illinois,63
1988,2,1,Arizona,84,8,Seton Hall,55
1988,2,6,Kansas,61,14,Murray St.,58
1988,2,13,Richmond,59,5,Georgia Tech,55
1988,2,1,Oklahoma,107,8,Auburn,87
1988,2,4,Kansas State,66,5,DePaul,58
1988,2,5,Louisville,97,4,Brigham Young,76
1988,2,3,Michigan,108,6,Florida,85
1988,2,5,Iowa,104,4,UNLV,86
1988,2,2,North Carolina,123,10,Loyola Marymount,97
1988,2,2,Kentucky,90,7,Maryland,81
1988,2,7,Vanderbilt,80,2,Pittsburgh,74
1988,1,2,Duke,85,15,Boston University,69
1988,1,4,Kansas State,66,13,La Salle,53
1988,1,3,Syracuse,69,14,North Carolina A&T,55
1988,1,1,Purdue,94,16,Fairleigh Dickinson,79
1988,1,7,Southern Methodist,83,10,Notre Dame,75
1988,1,1,Temple,87,16,Lehigh,73
1988,1,4,UNLV,54,13,Missouri State,50
1988,1,6,Villanova,82,11,Arkansas,74
1988,1,1,Arizona,90,16,Cornell,50
1988,1,6,Kansas,85,11,Xavier,72
1988,1,2,Kentucky,99,15,Southern,84
1988,1,8,Auburn,90,9,Bradley,86
1988,1,8,Georgetown,66,9,LSU,63
1988,1,5,Georgia Tech,90,12,Iowa State,78
1988,1,3,Illinois,81,14,Texas-San Antonio,72
1988,1,3,Michigan,63,14,Boise State,58
1988,1,2,Pittsburgh,108,15,Eastern Michigan,90
1988,1,14,Murray St.,78,3,North Carolina State,75
1988,1,1,Oklahoma,94,16,Chattanooga,66
1988,1,5,DePaul,83,12,Wichita State,62
1988,1,2,North Carolina,83,15,North Texas,65
1988,1,5,Louisville,70,12,Oregon State,61
1988,1,11,Rhode Island,87,6,Missouri,80
1988,1,13,Richmond,72,4,Indiana,69
1988,1,4,Brigham Young,98,13,Charlotte,92
1988,1,6,Florida,62,11,St. John's,59
1988,1,5,Iowa,102,12,Florida State,98
1988,1,10,Loyola Marymount,119,7,Wyoming,115
1988,1,9,Memphis,75,8,Baylor,60
1988,1,7,Maryland,92,10,UC Santa Barbara,82
1988,1,8,Seton Hall,80,9,UTEP,64
1988,1,7,Vanderbilt,80,10,Utah State,77
1987,6,1,Indiana,74,2,Syracuse,73
1987,5,2,Syracuse,77,6,Providence,63
1987,5,1,Indiana,97,1,UNLV,93
1987,4,1,UNLV,84,2,Iowa,81
1987,4,6,Providence,88,1,Georgetown,73
1987,4,2,Syracuse,79,1,North Carolina,75
1987,4,1,Indiana,77,10,LSU,76
1987,3,6,Providence,103,2,Alabama,82
1987,3,1,UNLV,92,12,Wyoming,78
1987,3,1,Georgetown,70,5,Kansas,57
1987,3,2,Iowa,93,6,Oklahoma,91
1987,3,10,LSU,63,3,DePaul,58
1987,3,1,North Carolina,74,5,Notre Dame,68
1987,3,1,Indiana,88,5,Duke,82
1987,3,2,Syracuse,87,6,Florida,81
1987,2,5,Duke,65,13,Xavier,60
1987,2,6,Providence,90,14,Austin Peay,87
1987,2,3,DePaul,83,6,St. John's,75
1987,2,2,Iowa,84,7,UTEP,82
1987,2,1,UNLV,80,9,Kansas State,61
1987,2,5,Kansas,67,13,Missouri State,63
1987,2,10,LSU,72,2,Temple,62
1987,2,1,Georgetown,82,9,Ohio State,79
1987,2,6,Oklahoma,96,3,Pittsburgh,93
1987,2,5,Notre Dame,58,4,TCU,57
1987,2,1,North Carolina,109,9,Michigan,97
1987,2,1,Indiana,107,8,Auburn,90
1987,2,6,Florida,85,3,Purdue,66
1987,2,2,Syracuse,104,10,Western Kentucky,86
1987,2,12,Wyoming,78,4,UCLA,68
1987,2,2,Alabama,101,7,New Orleans,76
1987,1,5,Duke,58,12,Texas A&M,51
1987,1,2,Syracuse,79,15,Georgia Southern,73
1987,1,6,Providence,90,11,Alabama-Birmingham,68
1987,1,3,Purdue,104,14,Northeastern,95
1987,1,6,St. John's,57,11,Wichita State,55
1987,1,2,Temple,75,15,Southern,56
1987,1,7,UTEP,98,10,Arizona,91
1987,1,1,UNLV,95,16,Idaho State,70
1987,1,2,Alabama,88,15,North Carolina A&T,71
1987,1,5,Kansas,66,12,Houston,55
1987,1,9,Ohio State,91,8,Kentucky,77
1987,1,8,Auburn,62,9,San Diego,61
1987,1,1,Georgetown,75,16,Bucknell,53
1987,1,9,Kansas State,82,8,Georgia,79
1987,1,10,LSU,85,7,Georgia Tech,79
1987,1,14,Austin Peay,68,3,Illinois,67
1987,1,3,Pittsburgh,93,14,Marist,68
1987,1,6,Oklahoma,74,11,Tulsa,69
1987,1,3,DePaul,76,14,Louisiana Tech,62
1987,1,5,Notre Dame,84,12,Middle Tennessee State,71
1987,1,1,North Carolina,113,16,Penn,82
1987,1,13,Xavier,70,4,Missouri,69
1987,1,12,Wyoming,64,5,Virginia,60
1987,1,10,Western Kentucky,64,7,West Virginia,62
1987,1,1,Indiana,92,16,Fairfield,58
1987,1,13,Missouri State,65,4,Clemson,60
1987,1,6,Florida,82,11,North Carolina State,70
1987,1,2,Iowa,99,15,Santa Clara,76
1987,1,9,Michigan,97,8,Navy,82
1987,1,4,TCU,76,13,Marshall,60
1987,1,4,UCLA,92,13,Central Michigan,73
1987,1,7,New Orleans,83,10,Brigham Young,79
1986,6,2,Louisville,72,1,Duke,69
1986,5,1,Duke,71,1,Kansas,67
1986,5,2,Louisville,88,11,LSU,77
1986,4,1,Duke,71,7,Navy,50
1986,4,1,Kansas,75,6,North Carolina State,67
1986,4,11,LSU,59,1,Kentucky,57
1986,4,2,Louisville,84,8,Auburn,76
1986,3,1,Duke,74,12,DePaul,67
1986,3,1,Kansas,96,5,Michigan State,86
1986,3,11,LSU,70,2,Georgia Tech,64
1986,3,1,Kentucky,68,5,Alabama,63
1986,3,8,Auburn,70,4,UNLV,63
1986,3,6,North Carolina State,70,7,Iowa State,66
1986,3,2,Louisville,94,3,North Carolina,79
1986,3,7,Navy,71,14,Cleveland State,70
1986,2,1,Duke,89,8,Old Dominion,61
1986,2,8,Auburn,81,1,St. John's,65
1986,2,2,Georgia Tech,66,10,Villanova,61
1986,2,5,Alabama,58,4,Illinois,56
1986,2,1,Kansas,65,9,Temple,43
1986,2,11,LSU,83,3,Memphis,81
1986,2,3,North Carolina,77,6,Alabama-Birmingham,59
1986,2,1,Kentucky,71,8,Western Kentucky,64
1986,2,4,UNLV,70,5,Maryland,64
1986,2,5,Michigan State,80,4,Georgetown,68
1986,2,7,Iowa State,72,2,Michigan,69
1986,2,7,Navy,97,2,Syracuse,85
1986,2,6,North Carolina State,80,14,Arkansas-Little Rock,66
1986,2,12,DePaul,74,4,Oklahoma,69
1986,2,14,Cleveland State,75,6,St. Joseph's,69
1986,2,2,Louisville,82,7,Bradley,68
1986,1,1,Duke,85,16,Mississippi Valley State,78
1986,1,2,Syracuse,101,15,Brown,52
1986,1,11,LSU,94,6,Purdue,87
1986,1,1,St. John's,83,16,Montana State,74
1986,1,4,UNLV,74,13,Louisiana-Monroe,51
1986,1,5,Alabama,97,12,Xavier,80
1986,1,10,Villanova,71,7,Virginia Tech,62
1986,1,1,Kansas,71,16,North Carolina A&T,46
1986,1,6,Alabama-Birmingham,66,11,Missouri,64
1986,1,1,Kentucky,75,16,Davidson,55
1986,1,8,Auburn,73,9,Arizona,63
1986,1,4,Georgetown,70,13,Texas Tech,64
1986,1,2,Georgia Tech,68,15,Marist,53
1986,1,4,Illinois,75,13,Fairfield,51
1986,1,5,Maryland,69,12,Pepperdine,64
1986,1,3,Memphis,95,14,Ball State,63
1986,1,2,Michigan,70,15,Akron,64
1986,1,5,Michigan State,72,12,Washington,70
1986,1,7,Iowa State,81,10,Miami (Ohio),79
1986,1,7,Navy,87,10,Tulsa,68
1986,1,6,North Carolina State,66,11,Iowa,64
1986,1,4,Oklahoma,80,13,Northeastern,74
1986,1,14,Arkansas-Little Rock,90,3,Notre Dame,83
1986,1,3,North Carolina,84,14,Utah,72
1986,1,9,Temple,61,8,Jacksonville,50
1986,1,2,Louisville,93,15,Drexel,73
1986,1,8,Old Dominion,72,9,West Virginia,64
1986,1,6,St. Joseph's,60,11,Richmond,59
1986,1,12,DePaul,72,5,Virginia,68
1986,1,8,Western Kentucky,67,9,Nebraska,59
1986,1,7,Bradley,83,10,UTEP,65
1986,1,14,Cleveland State,83,3,Indiana,79
1985,6,8,Villanova,66,1,Georgetown,64
1985,5,1,Georgetown,77,1,St. John's,59
1985,5,8,Villanova,52,2,Memphis,45
1985,4,1,St. John's,69,3,North Carolina State,60
1985,4,8,Villanova,56,2,North Carolina,44
1985,4,1,Georgetown,60,2,Georgia Tech,54
1985,4,2,Memphis,63,1,Oklahoma,61
1985,3,2,Memphis,59,11,Boston College,57
1985,3,1,St. John's,86,12,Kentucky,70
1985,3,8,Villanova,46,5,Maryland,43
1985,3,2,North Carolina,62,11,Auburn,56
1985,3,1,Georgetown,65,4,Loyola (Ill.),53
1985,3,2,Georgia Tech,61,3,Illinois,53
1985,3,3,North Carolina State,61,7,Alabama,55
1985,3,1,Oklahoma,86,5,Louisiana Tech,84
1985,2,2,Georgia Tech,70,7,Syracuse,53
1985,2,11,Boston College,74,3,Duke,73
1985,2,1,St. John's,68,9,Arkansas,65
1985,2,4,Loyola (Ill.),70,5,Southern Methodist,57
1985,2,3,North Carolina State,86,11,UTEP,73
1985,2,7,Alabama,63,2,Virginia Commonwealth,59
1985,2,2,Memphis,67,7,Alabama-Birmingham,66
1985,2,11,Auburn,66,3,Kansas,64
1985,2,1,Georgetown,63,8,Temple,46
1985,2,3,Illinois,74,6,Georgia,58
1985,2,12,Kentucky,64,4,UNLV,61
1985,2,5,Louisiana Tech,79,4,Ohio State,67
1985,2,5,Maryland,64,13,Navy,59
1985,2,8,Villanova,59,1,Michigan,55
1985,2,1,Oklahoma,75,9,Illinois State,69
1985,2,2,North Carolina,60,7,Notre Dame,58
1985,1,3,Duke,75,14,Pepperdine,62
1985,1,7,Syracuse,70,10,DePaul,65
1985,1,11,Auburn,59,6,Purdue,58
1985,1,1,St. John's,83,16,Southern,59
1985,1,9,Illinois State,58,8,Southern California,55
1985,1,5,Southern Methodist,85,12,Old Dominion,68
1985,1,8,Temple,60,9,Virginia Tech,57
1985,1,11,Boston College,55,6,Texas Tech,53
1985,1,11,UTEP,79,6,Tulsa,75
1985,1,4,UNLV,85,13,San Diego State,80
1985,1,8,Villanova,51,9,Dayton,49
1985,1,7,Alabama,50,10,Arizona,41
1985,1,2,Virginia Commonwealth,81,15,Marshall,65
1985,1,12,Kentucky,66,5,Washington,58
1985,1,3,Kansas,49,14,Ohio,38
1985,1,13,Navy,78,4,LSU,55
1985,1,7,Alabama-Birmingham,70,10,Michigan State,68
1985,1,1,Georgetown,68,16,Lehigh,43
1985,1,6,Georgia,67,11,Wichita State,59
1985,1,2,Georgia Tech,65,15,Mercer,58
1985,1,3,Illinois,76,14,Northeastern,57
1985,1,5,Louisiana Tech,78,12,Pittsburgh,54
1985,1,4,Loyola (Ill.),59,13,Iona,58
1985,1,5,Maryland,69,12,Miami (Ohio),68
1985,1,2,Memphis,67,15,Penn,55
1985,1,1,Michigan,59,16,Fairleigh Dickinson,55
1985,1,9,Arkansas,63,8,Iowa,54
1985,1,3,North Carolina State,65,14,Nevada,56
1985,1,4,Ohio State,75,13,Iowa State,64
1985,1,1,Oklahoma,96,16,North Carolina A&T,83
1985,1,7,Notre Dame,79,10,Oregon State,70
1985,1,2,North Carolina,76,15,Middle Tennessee State,57
